Frame,Sub Frame,"Position - TelloUWB22",,
,,"TX","TY","TZ"
Frames,Frames,"mm","mm","mm"
366,0,"770.305","957.405","3.70671"
367,0,"770.336","957.41","3.74413"
368,0,"770.307","957.472","3.88723"
369,0,"770.315","957.486","3.87095"
370,0,"770.313","957.405","3.7224"
371,0,"770.283","957.475","3.8244"
372,0,"770.289","957.494","3.87997"
373,0,"770.273","957.478","3.83635"
374,0,"770.324","957.406","3.71555"
375,0,"770.314","957.406","3.72535"
376,0,"770.295","957.475","3.84154"
377,0,"770.336","957.408","3.794"
378,0,"770.303","957.482","3.9023"
379,0,"770.314","957.475","3.87442"
380,0,"770.303","957.486","3.91178"
381,0,"770.284","957.48","3.84247"
382,0,"770.332","957.409","3.74589"
383,0,"770.32","957.4","3.73461"
384,0,"770.306","957.469","3.89551"
385,0,"770.285","957.471","3.85588"
386,0,"770.297","957.467","3.85207"
387,0,"770.279","957.472","3.8522"
388,0,"770.286","957.493","3.88911"
389,0,"770.318","957.468","3.87432"
390,0,"770.274","957.472","3.8907"
391,0,"770.283","957.477","3.86212"
392,0,"770.314","957.406","3.71417"
393,0,"770.288","957.472","3.83643"
394,0,"770.299","957.478","3.91216"
395,0,"770.292","957.479","3.84563"
396,0,"770.292","957.463","3.84199"
397,0,"770.292","957.47","3.83132"
398,0,"770.323","957.47","3.88359"
399,0,"770.297","957.484","3.85793"
400,0,"770.308","957.465","3.88448"
401,0,"770.284","957.46","3.84735"
402,0,"770.311","957.478","3.88633"
403,0,"770.294","957.48","3.84067"
404,0,"770.292","957.482","3.84946"
405,0,"770.289","957.467","3.85329"
406,0,"770.294","957.463","3.84453"
407,0,"770.293","957.466","3.84829"
408,0,"770.284","957.471","3.83699"
409,0,"770.357","957.418","3.73131"
410,0,"770.373","957.653","3.6445"
411,0,"770.288","957.477","3.83764"
412,0,"770.279","957.496","3.86132"
413,0,"770.277","957.469","3.88215"
414,0,"770.303","957.476","3.88823"
415,0,"770.302","957.464","3.89522"
416,0,"770.31","957.457","3.8963"
417,0,"770.445","957.303","3.80132"
418,0,"770.287","957.472","3.84594"
419,0,"770.29","957.485","3.84952"
420,0,"770.402","957.484","3.78379"
421,0,"770.304","957.472","3.88734"
422,0,"770.314","957.471","3.88212"
423,0,"770.3","957.47","3.88805"
424,0,"770.298","957.48","3.91032"
425,0,"770.289","957.465","3.84476"
426,0,"770.288","957.482","3.849"
427,0,"770.332","957.407","3.74307"
428,0,"770.275","957.475","3.87735"
429,0,"770.308","957.465","3.91361"
430,0,"770.284","957.466","3.85255"
431,0,"770.306","957.473","3.89412"
432,0,"770.283","957.453","3.85179"
433,0,"770.298","957.479","3.91464"
434,0,"770.341","957.415","3.73966"
435,0,"770.271","957.479","3.89974"
436,0,"770.31","957.461","3.89704"
437,0,"770.285","957.474","3.86211"
438,0,"770.325","957.395","3.70977"
439,0,"770.295","957.489","3.81931"
440,0,"770.321","957.482","3.89066"
441,0,"770.306","957.483","3.88636"
442,0,"770.302","957.467","3.89266"
443,0,"770.305","957.474","3.88619"
444,0,"770.311","957.464","3.89171"
445,0,"770.29","957.48","3.85254"
446,0,"770.31","957.472","3.88741"
447,0,"770.286","957.473","3.84498"
448,0,"770.31","957.493","3.90262"
449,0,"770.277","957.485","3.87041"
450,0,"770.313","957.473","3.88524"
451,0,"770.315","957.487","3.89176"
452,0,"770.31","957.467","3.87824"
453,0,"770.276","957.473","3.84222"
454,0,"770.311","957.471","3.88669"
455,0,"770.318","957.406","3.70339"
456,0,"770.404","957.58","3.5497"
457,0,"770.268","957.456","3.85907"
458,0,"770.289","957.464","3.84887"
459,0,"770.293","957.46","3.83071"
460,0,"770.303","957.466","3.8854"
461,0,"770.303","957.475","3.92692"
462,0,"770.301","957.46","3.89116"
463,0,"770.282","957.471","3.85079"
464,0,"770.415","957.482","3.78654"
465,0,"770.404","957.477","3.7881"
466,0,"770.301","957.479","3.84081"
467,0,"770.321","957.474","3.89874"
468,0,"770.298","957.487","3.84205"
469,0,"770.284","957.471","3.84332"
470,0,"770.287","957.483","3.82892"
471,0,"770.306","957.487","3.884"
472,0,"770.305","957.47","3.88907"
473,0,"770.288","957.476","3.89074"
474,0,"770.282","957.472","3.85532"
475,0,"770.309","957.46","3.88222"
476,0,"770.3","957.476","3.83974"
477,0,"770.282","957.483","3.85658"
478,0,"770.293","957.468","3.83927"
479,0,"770.308","957.482","3.87985"
480,0,"770.299","957.479","3.86651"
481,0,"770.307","957.49","3.9111"
482,0,"770.317","957.475","3.90255"
483,0,"770.3","957.474","3.88524"
484,0,"770.29","957.469","3.8342"
485,0,"770.418","957.487","3.78162"
486,0,"770.314","957.484","3.8767"
487,0,"770.277","957.554","3.80701"
488,0,"770.3","957.489","3.87368"
489,0,"770.312","957.471","3.88565"
490,0,"770.283","957.473","3.82992"
491,0,"770.322","957.47","3.88396"
492,0,"770.298","957.478","3.84352"
493,0,"770.305","957.463","3.88807"
494,0,"770.441","957.323","3.87801"
495,0,"770.449","957.321","3.8786"
496,0,"770.281","957.473","3.8412"
497,0,"770.34","957.414","3.73622"
498,0,"770.308","957.47","3.86898"
499,0,"770.294","957.472","3.84626"
500,0,"770.315","957.464","3.8957"
501,0,"770.294","957.478","3.83063"
502,0,"770.312","957.457","3.87444"
503,0,"770.292","957.468","3.82981"
504,0,"770.299","957.478","3.92357"
505,0,"770.285","957.471","3.84558"
506,0,"770.298","957.481","3.83543"
507,0,"770.287","957.479","3.84333"
508,0,"770.321","957.468","3.89178"
509,0,"770.341","957.405","3.75971"
510,0,"770.299","957.471","3.88322"
511,0,"770.31","957.402","3.70274"
512,0,"770.328","957.473","3.87879"
513,0,"770.312","957.479","3.87732"
514,0,"770.301","957.472","3.83609"
515,0,"770.283","957.472","3.85071"
516,0,"770.284","957.477","3.83313"
517,0,"770.324","957.425","3.72802"
518,0,"770.303","957.479","3.82306"
519,0,"770.33","957.406","3.75961"
520,0,"770.308","957.472","3.86758"
521,0,"770.3","957.464","3.91846"
522,0,"770.304","957.477","3.86356"
523,0,"770.307","957.477","3.88311"
524,0,"770.334","957.403","3.77111"
525,0,"770.323","957.411","3.71404"
526,0,"770.33","957.393","3.74058"
527,0,"770.291","957.466","3.8393"
528,0,"770.295","957.498","3.85341"
529,0,"770.302","957.486","3.82715"
530,0,"770.317","957.409","3.74578"
531,0,"770.281","957.469","3.84561"
532,0,"770.319","957.471","3.87181"
533,0,"770.312","957.467","3.83667"
534,0,"770.327","957.416","3.697"
535,0,"770.306","957.47","3.84134"
536,0,"770.292","957.486","3.84563"
537,0,"770.297","957.481","3.84288"
538,0,"770.317","957.481","3.86706"
539,0,"770.331","957.411","3.74043"
540,0,"770.3","957.494","3.85588"
541,0,"770.325","957.404","3.80532"
542,0,"770.319","957.473","3.89031"
543,0,"770.313","957.477","3.8669"
544,0,"770.322","957.48","3.879"
545,0,"770.3","957.475","3.83694"
546,0,"770.298","957.479","3.83937"
547,0,"770.289","957.465","3.84129"
548,0,"770.318","957.416","3.76591"
549,0,"770.41","957.492","3.75329"
550,0,"770.312","957.472","3.89861"
551,0,"770.32","957.477","3.89328"
552,0,"770.29","957.469","3.8248"
553,0,"770.303","957.478","3.87349"
554,0,"770.292","957.467","3.84844"
555,0,"770.316","957.489","3.89349"
556,0,"770.301","957.474","3.89787"
557,0,"770.282","957.479","3.84451"
558,0,"770.296","957.472","3.84259"
559,0,"770.301","957.482","3.8288"
560,0,"770.339","957.412","3.74677"
561,0,"770.32","957.481","3.88052"
562,0,"770.298","957.477","3.83892"
563,0,"770.292","957.474","3.83681"
564,0,"770.309","957.474","3.882"
565,0,"770.306","957.477","3.87372"
566,0,"770.315","957.471","3.87709"
567,0,"770.311","957.472","3.88153"
568,0,"770.294","957.478","3.83264"
569,0,"770.316","957.47","3.87326"
570,0,"770.311","957.477","3.82962"
571,0,"770.313","957.486","3.88007"
572,0,"770.296","957.482","3.84477"
573,0,"770.295","957.466","3.85424"
574,0,"770.294","957.487","3.87261"
575,0,"770.305","957.468","3.84311"
576,0,"770.35","957.411","3.74144"
577,0,"770.334","957.417","3.70218"
578,0,"770.349","957.418","3.74326"
579,0,"770.309","957.461","3.87436"
580,0,"770.297","957.483","3.82659"
581,0,"770.337","957.418","3.77066"
582,0,"770.316","957.475","3.88358"
583,0,"770.296","957.476","3.83203"
584,0,"770.316","957.475","3.86554"
585,0,"770.29","957.462","3.83637"
586,0,"770.303","957.475","3.89981"
587,0,"770.305","957.497","3.83463"
588,0,"770.304","957.465","3.87966"
589,0,"770.29","957.471","3.82526"
590,0,"770.288","957.479","3.81744"
591,0,"770.41","957.515","3.81698"
592,0,"770.287","957.476","3.84589"
593,0,"770.286","957.465","3.85212"
594,0,"770.315","957.487","3.86965"
595,0,"770.33","957.482","3.86721"
596,0,"770.316","957.505","3.89444"
597,0,"770.346","957.412","3.73565"
598,0,"770.337","957.477","3.88161"
599,0,"770.334","957.481","3.87737"
600,0,"770.313","957.472","3.87676"
601,0,"770.328","957.403","3.70234"
602,0,"770.297","957.477","3.88338"
603,0,"770.416","957.511","3.80716"
604,0,"770.312","957.469","3.88626"
605,0,"770.313","957.473","3.88583"
606,0,"770.333","957.417","3.79299"
607,0,"770.322","957.466","3.88326"
608,0,"770.325","957.476","3.88532"
609,0,"770.294","957.474","3.86027"
610,0,"770.31","957.486","3.91257"
611,0,"770.3","957.486","3.8269"
612,0,"770.321","957.486","3.87972"
613,0,"770.304","957.483","3.85469"
614,0,"770.321","957.477","3.88748"
615,0,"770.317","957.485","3.89248"
616,0,"770.328","957.411","3.69632"
617,0,"770.294","957.48","3.85365"
618,0,"770.288","957.492","3.89154"
619,0,"770.299","957.46","3.8583"
620,0,"770.299","957.467","3.85407"
621,0,"770.307","957.479","3.82885"
622,0,"770.306","957.49","3.83766"
623,0,"770.308","957.474","3.85499"
624,0,"770.327","957.407","3.73088"
625,0,"770.312","957.482","3.89647"
626,0,"770.328","957.422","3.78978"
627,0,"770.304","957.49","3.9094"
628,0,"770.305","957.485","3.8383"
629,0,"770.322","957.499","3.8828"
630,0,"770.296","957.468","3.83746"
631,0,"770.289","957.474","3.84523"
632,0,"770.408","957.491","3.83883"
633,0,"770.285","957.479","3.85443"
634,0,"770.314","957.477","3.88119"
635,0,"770.286","957.466","3.85389"
636,0,"770.314","957.411","3.71146"
637,0,"770.289","957.461","3.85777"
638,0,"770.301","957.5","3.83491"
639,0,"770.317","957.473","3.87961"
640,0,"770.278","957.468","3.86111"
641,0,"770.289","957.474","3.87724"
642,0,"770.285","957.47","3.86667"
643,0,"770.291","957.463","3.85041"
644,0,"770.317","957.497","3.88252"
645,0,"770.417","957.496","3.74381"
646,0,"770.337","957.416","3.78884"
647,0,"770.299","957.489","3.83111"
648,0,"770.343","957.407","3.7459"
649,0,"770.418","957.491","3.7592"
650,0,"770.3","957.473","3.91909"
651,0,"770.294","957.479","3.851"
652,0,"770.297","957.486","3.82667"
653,0,"770.325","957.398","3.70407"
654,0,"770.304","957.478","3.9222"
655,0,"770.286","957.472","3.85319"
656,0,"770.278","957.457","3.84771"
